
ip: {'ip': '68.112.39.194', 'city': None, 'region': None, 'country': None, 'version': None, 'region_code': None, 'country_code': None, 'country capital': None, 'country tld': None, 'in eu': None, 'postal': None, 'latitude': None, 'longitude': None, 'timezone': None, 'utc_offset': None, 'country calling code': None, 'currency name': None, 'country area': None, 'country population': None} - - 2023-01-10 08:46:00.725976-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:14.333901-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:14.498781-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:16.097993-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:16.250147-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:17.672803-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:17.851522-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:18.533001-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:19.578661-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:05:20.077476-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:20.577980-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:22.363739-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:22.769560-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:23.941260-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:24.093783-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:25.089675-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:25.206348-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:26.197326-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:27.465832-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:27.561577-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:28.154965-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:28.271680-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:28.733502-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:10:28.876707-05:00
ip: {'ip': '18.217.232.177', 'city': 'Hilliard', 'region': 'Ohio', 'country': 'United States', 'version': 'IPv4', 'region_code': 'OH', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '43026', 'latitude': 40.053184, 'longitude': -83.128877, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:12:59.521872-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:29.391422-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:29.422766-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:29.966372-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:30.705387-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:30.868378-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:31.475445-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:31.545795-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:32.291572-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:33.213165-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:33.279165-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:33.808594-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:34.481520-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:34.505185-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:35.063914-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:35.123271-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:35.788488-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:36.474651-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:36.518557-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:37.130916-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:37.885769-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:37.921849-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:38.517715-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:38.520886-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:15:39.455563-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:31:40.181104-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:31:46.390695-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:31:48.847548-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:31:51.060196-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:31:53.947642-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:31:57.401161-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:32:13.929893-05:00
ip: {'ip': '68.112.39.194', 'city': 'Rutland', 'region': 'Massachusetts', 'country': 'United States', 'version': 'IPv4', 'region_code': 'MA', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '01543', 'latitude': 42.3775, 'longitude': -71.9453, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 14:32:17.353727-05:00
ip: {'ip': '3.145.197.57', 'city': 'Hilliard', 'region': 'Ohio', 'country': 'United States', 'version': 'IPv4', 'region_code': 'OH', 'country_code': 'US', 'country capital': 'Washington', 'country tld': '.us', 'in eu': False, 'postal': '43026', 'latitude': 40.053184, 'longitude': -83.128877, 'timezone': 'America/New_York', 'utc_offset': '-0500', 'country calling code': None, 'currency name': 'Dollar', 'country area': 9629091.0, 'country population': 327167434} - - 2023-01-10 15:13:53.565423-05:00
